Run,Alias,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA_CHECKLIST,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,sample_name,sex,SRA_accession,SRA Study,title,AvgSpotLen,Bases,Bytes,AssemblyName,Horse ID,Site name and coordinates,Region of Origin,Age
ERR1021744,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100678,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3061506868.0,1908695755.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021745,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100679,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,3595683896.0,2303841503.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021746,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100680,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak5_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,2620378684.0,1591959545.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021747,Yak5,WGS,PRJEB10854,SAMEA3542241,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100681,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak5_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542241,ERS849390,female,ERS849390,ERP012152,Yakutian horse,196.0,2221080232.0,1286469047.0,,Yak5,"68°11N, 131°41E","Kustur, Sakha Republic, Russia",
ERR1021748,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100682,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,1735959260.0,1078710348.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021749,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100683,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,2186989364.0,1281012395.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021750,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100684,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4194439788.0,2710248493.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021751,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100685,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4978917832.0,3448885021.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021752,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100686,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4978716932.0,3385915287.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021753,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100687,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4159473388.0,2745810180.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021754,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100688,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4649960840.0,3082635729.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021755,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100689,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,3972303972.0,2566807799.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021756,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100690,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4730699120.0,3173358578.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021757,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100691,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4040031380.0,2622452085.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021758,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100692,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4015352040.0,2608189316.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021759,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100693,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,4087484352.0,2645763040.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021760,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100694,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,3285611308.0,2078703933.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021761,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100695,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,2943545248.0,1832545945.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021762,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100696,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,3568581604.0,2283625069.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021763,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100697,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak6_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,2335956224.0,1415973691.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021764,Yak6,WGS,PRJEB10854,SAMEA3542242,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100698,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak6_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542242,ERS849391,female,ERS849391,ERP012152,Yakutian horse,196.0,1881614896.0,1087952356.0,,Yak6,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021765,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100699,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,4826015096.0,2999751830.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021766,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100700,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,5859251440.0,3436134894.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021767,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100701,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,7898597728.0,5107430624.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021768,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100702,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,10015395964.0,6928213475.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021769,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100703,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,9733641064.0,6615138056.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021770,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100704,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,7627091276.0,5036800769.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021771,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100705,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,8535835280.0,5659394453.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021772,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100706,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,7367135888.0,4762648743.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021773,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100707,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,8759589272.0,5875561367.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021774,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100708,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,7481300400.0,4857267339.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021775,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100709,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,7654298624.0,4975589268.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021776,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100710,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,7556415832.0,4892176448.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021777,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100711,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,6589547244.0,4172940576.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021778,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100712,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,6001189348.0,3740783713.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021779,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100713,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,7095524772.0,4544184745.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021780,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100714,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak7_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,1238153364.0,759646545.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021781,Yak7,WGS,PRJEB10854,SAMEA3542243,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100715,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak7_2,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542243,ERS849392,female,ERS849392,ERP012152,Yakutian horse,196.0,976507476.0,571283671.0,,Yak7,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021782,Yak8,WGS,PRJEB10854,SAMEA3542244,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100716,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2000,Yak8_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542244,ERS849393,male,ERS849393,ERP012152,Yakutian horse,196.0,1168921460.0,725574266.0,,Yak8,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
ERR1021783,Yak8,WGS,PRJEB10854,SAMEA3542244,CENTRE FOR GEOGENETICS,public,"fastq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERC000011,2015-11-23,2018-11-16,ERX1100717,CENTRE FOR GEOGENETICS,2015-11-23T17:01:15Z,2015-09-18T11:27:45Z,public,Illumina HiSeq 2500,Yak8_1,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2015-11-24T00:00:00Z,SAMEA3542244,ERS849393,male,ERS849393,ERP012152,Yakutian horse,196.0,1359168272.0,796209033.0,,Yak8,"67°47N, 130°24E","Batagay-Alyta, Sakha Republic, Russia",
