Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,Sample name,Registration number,Period,Age (years ago) ,Site,latitude,longitude,Country,Species,Sex
ERR3225453,WGS,PRJEB31613,SAMEA5408146,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252905,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408146,ERP114186,Actiparc_GVA311_2253,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213456,ERS3213456,Actiparc_GVA311_2253,47.0,4239074873.0,1406931984.0,4239.0,1341.0,GCA_000002305.1,,,Actiparc_GVA311_2253,CGG_1_019861,Iron Age,2253,Actiparc,50.315,2.822,France,horse,male
ERR3225454,WGS,PRJEB31613,SAMEA5408147,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252906,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408147,ERP114186,Altata_NB31_Neolithic,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213457,ERS3213457,Altata_NB31_Neolithic,40.0,150249198.0,51773788.0,150.0,49.0,GCA_000002305.1,,,Altata_NB31_Neolithic,CGG_1_017023,Neolithic,-,Altata,51.07,48.44,Russia,horse,male
ERR3225455,WGS,PRJEB31613,SAMEA5408148,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252907,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408148,ERP114186,ArzhanI_Arz3_2767,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213458,ERS3213458,ArzhanI_Arz3_2767,63.0,110684868.0,38426735.0,110.0,36.0,GCA_000002305.1,,,ArzhanI_Arz3_2767,CGG_1_017089,Iron Age,2717-2817,Arzhan I,52.059,93.604,Russia,horse,male
ERR3225456,WGS,PRJEB31613,SAMEA5408149,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252908,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408149,ERP114186,ArzhanII_Arz15_2642,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213459,ERS3213459,ArzhanII_Arz15_2642,62.0,329887382.0,107925743.0,329.0,102.0,GCA_000002305.1,,,ArzhanII_Arz15_2642,CGG_1_017084,Iron Age,2617-2667,Arzhan II,52.059,93.604,Russia,horse,male
ERR3225457,WGS,PRJEB31613,SAMEA5408150,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252909,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408150,ERP114186,ArzhanII_Arz17_2642,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213460,ERS3213460,ArzhanII_Arz17_2642,60.0,153502230.0,52645703.0,153.0,50.0,GCA_000002305.1,,,ArzhanII_Arz17_2642,CGG_1_017086,Iron Age,2617-2667,Arzhan II,52.059,93.604,Russia,horse,male
ERR3225458,WGS,PRJEB31613,SAMEA5408151,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252910,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408151,ERP114186,ArzhanII_Rus11_2500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213461,ERS3213461,ArzhanII_Rus11_2500,61.0,32468834.0,11279507.0,32.0,10.0,GCA_000002305.1,,,ArzhanII_Rus11_2500,CGG_1_019162,Iron Age,2500,Arzhan II,52.059,93.604,Russia,horse,male
ERR3225459,WGS,PRJEB31613,SAMEA5408152,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252911,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408152,ERP114186,ArzhanII_Rus9_2500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213462,ERS3213462,ArzhanII_Rus9_2500,61.0,5754401228.0,1756695009.0,5754.0,1675.0,GCA_000002305.1,,,ArzhanII_Rus9_2500,CGG_1_019160,Iron Age,2500,Arzhan II,52.059,93.604,Russia,horse,male
ERR3225460,WGS,PRJEB31613,SAMEA5408153,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252912,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408153,ERP114186,AugustaRaurica_JG160_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213463,ERS3213463,AugustaRaurica_JG160_1817,60.0,5594144689.0,1728240277.0,5594.0,1648.0,GCA_000002305.1,,,AugustaRaurica_JG160_1817,CGG_1_019246,Roman period,1717-1917,Augusta Raurica - Insula 8,47.533,7.722,Switzerland,horse,male
ERR3225461,WGS,PRJEB31613,SAMEA5408154,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252913,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408154,ERP114186,AugustaRauricaSchmidmatt_NBxK9279_1717,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213464,ERS3213464,AugustaRauricaSchmidmatt_NBxK9279_1717,54.0,23214110.0,8824682.0,23.0,8.0,GCA_000002305.1,,,AugustaRauricaSchmidmatt_NBxK9279_1717,CGG_1_020505,Roman period,1617-1817,Augusta Raurica - Schmidmatt,47.536,7.722,Switzerland,horse,male
ERR3225462,WGS,PRJEB31613,SAMEA5408155,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252914,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408155,ERP114186,AugustaRauricaSchmidmatt_NBxP9261_1782,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213465,ERS3213465,AugustaRauricaSchmidmatt_NBxP9261_1782,55.0,39280485.0,13567054.0,39.0,12.0,GCA_000002305.1,,,AugustaRauricaSchmidmatt_NBxP9261_1782,CGG_1_020506,Roman period,1677-1887,Augusta Raurica - Schmidmatt,47.536,7.722,Switzerland,horse,male
ERR3225463,WGS,PRJEB31613,SAMEA5408156,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252915,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408156,ERP114186,Balagansk_Rus19_2017,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213466,ERS3213466,Balagansk_Rus19_2017,56.0,24191545.0,9602524.0,24.0,9.0,GCA_000002305.1,,,Balagansk_Rus19_2017,CGG_1_019169,Iron Age,1817-2217,Balagansk,47.667,8.85,Russia,horse,male
ERR3225464,WGS,PRJEB31613,SAMEA5408157,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252916,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408157,ERP114186,BapskaGradac_BAPSKA_1305,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213467,ERS3213467,BapskaGradac_BAPSKA_1305,58.0,71312235.0,26064898.0,71.0,24.0,GCA_000002305.1,,,BapskaGradac_BAPSKA_1305,CGG_1_020443,Middle Ages,1305,Bapska Gradac,45.196999999999996,19.262,Croatia,horse,male
ERR3225465,WGS,PRJEB31613,SAMEA5408158,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252917,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408158,ERP114186,Bateni_Rus16_3350,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213468,ERS3213468,Bateni_Rus16_3350,61.0,11891913752.0,3201692885.0,11891.0,3053.0,GCA_000002305.1,,,Bateni_Rus16_3350,CGG_1_019166,Bronze Age,3350,Bateni,54.623999999999995,90.945,Russia,horse,male
ERR3225466,WGS,PRJEB31613,SAMEA5408159,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252918,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408159,ERP114186,Beauvais_GVA122_417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213469,ERS3213469,Beauvais_GVA122_417,63.0,3276832690.0,932395118.0,3276.0,889.0,GCA_000002305.1,,,Beauvais_GVA122_417,CGG_1_019380,Early Modern period,317-517,"Beauvais, la Maladrerie Saint-Lazare",49.415,2.101,France,horse,male
ERR3225467,WGS,PRJEB31613,SAMEA5408160,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252919,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408160,ERP114186,Beauvais_GVA375_467,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213470,ERS3213470,Beauvais_GVA375_467,62.0,22334345076.0,7138634735.0,22334.0,6807.0,GCA_000002305.1,,,Beauvais_GVA375_467,CGG_1_019925,Early Modern period,417-517,"Beauvais, VIlliers-de-l'Isle Adam",49.415,2.101,France,horse,male
ERR3225468,WGS,PRJEB31613,SAMEA5408161,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252920,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408161,ERP114186,Belgheis_TrBWBX116_485,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213471,ERS3213471,Belgheis_TrBWBX116_485,57.0,5945506953.0,1830937158.0,5945.0,1746.0,GCA_000002305.1,,,Belgheis_TrBWBX116_485,CGG_1_019521,Early Modern period,485,Belgheis,37.042,57.472,Iran,horse,male
ERR3225469,WGS,PRJEB31613,SAMEA5408162,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252921,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408162,ERP114186,Belkaragay_NB13_CopperAge,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213472,ERS3213472,Belkaragay_NB13_CopperAge,42.0,282349555.0,96801837.0,282.0,92.0,GCA_000002305.1,,,Belkaragay_NB13_CopperAge,CGG_1_017005,Copper Age,-,Belkaragay,51.52,62.55,Kazakhstan,horse,male
ERR3225470,WGS,PRJEB31613,SAMEA5408163,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252922,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408163,ERP114186,Belkaragay_NB15_CopperAge,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213473,ERS3213473,Belkaragay_NB15_CopperAge,40.0,456068109.0,159608056.0,456.0,152.0,GCA_000002305.1,,,Belkaragay_NB15_CopperAge,CGG_1_017007,Copper Age,-,Belkaragay,51.52,62.55,Kazakhstan,horse,female
ERR3225471,WGS,PRJEB31613,SAMEA5408164,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252923,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408164,ERP114186,Berufjordur_VHR102_1057,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213474,ERS3213474,Berufjordur_VHR102_1057,55.0,447694996.0,141777694.0,447.0,135.0,GCA_000002305.1,,,Berufjordur_VHR102_1057,CGG_1_020961,Middle Ages,917-1217,Berufjordur,65.53,-22.116999999999997,Iceland,horse,male
ERR3225472,WGS,PRJEB31613,SAMEA5408165,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252924,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408165,ERP114186,Boinville_GVA125_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:09:38Z,public,ERS3213475,ERS3213475,Boinville_GVA125_1817,61.0,417503661.0,135961707.0,417.0,129.0,EQUCAB2,,,Boinville_GVA125_1817,CGG_1_018057,Roman period,1717-1917,Boinville,49.185,5.671,France,ass,male
ERR3225473,WGS,PRJEB31613,SAMEA5408166,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252925,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408166,ERP114186,Botai_A_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213476,ERS3213476,Botai_A_5500,57.0,621491665.0,196270052.0,621.0,187.0,GCA_000002305.1,,,Botai_A_5500,CGG_1_020181,Copper Age,5500,Botai,53.303999999999995,67.646,Kazakhstan,horse,female
ERR3225474,WGS,PRJEB31613,SAMEA5408167,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252926,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408167,ERP114186,Botai_B_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213477,ERS3213477,Botai_B_5500,55.0,8866968418.0,2632102073.0,8866.0,2510.0,GCA_000002305.1,,,Botai_B_5500,CGG_1_020182,Copper Age,5500,Botai,53.303999999999995,67.646,Kazakhstan,horse,female
ERR3225475,WGS,PRJEB31613,SAMEA5408168,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252927,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408168,ERP114186,Botai_D2_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213478,ERS3213478,Botai_D2_5500,56.0,36326889.0,14173267.0,36.0,13.0,GCA_000002305.1,,,Botai_D2_5500,CGG_1_020205,Copper Age,5500,Botai,53.303999999999995,67.646,Kazakhstan,horse,female
ERR3225476,WGS,PRJEB31613,SAMEA5408169,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252928,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408169,ERP114186,Botai_E_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213479,ERS3213479,Botai_E_5500,53.0,27134471.0,11403597.0,27.0,10.0,GCA_000002305.1,,,Botai_E_5500,CGG_1_020185,Copper Age,5500,Botai,53.303999999999995,67.646,Kazakhstan,horse,female
ERR3225477,WGS,PRJEB31613,SAMEA5408170,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252929,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408170,ERP114186,Botai_N_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213480,ERS3213480,Botai_N_5500,53.0,23860919.0,10316555.0,23.0,9.0,GCA_000002305.1,,,Botai_N_5500,CGG_1_020194,Copper Age,5500,Botai,53.303999999999995,67.646,Kazakhstan,horse,female
ERR3225478,WGS,PRJEB31613,SAMEA5408171,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252930,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408171,ERP114186,Botai_NB18_4692,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213481,ERS3213481,Botai_NB18_4692,49.0,44576512.0,17808076.0,44.0,16.0,GCA_000002305.1,,,Botai_NB18_4692,CGG_1_017010,Copper Age,4692,Botai,53.303999999999995,67.646,Kazakhstan,horse,female
ERR3225479,WGS,PRJEB31613,SAMEA5408172,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252931,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408172,ERP114186,Botai_O_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213482,ERS3213482,Botai_O_5500,53.0,61865775.0,23018559.0,61.0,21.0,GCA_000002305.1,,,Botai_O_5500,CGG_1_020195,Copper Age,5500,Botai,53.303999999999995,67.646,Kazakhstan,horse,male
ERR3225480,WGS,PRJEB31613,SAMEA5408173,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252932,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408173,ERP114186,Botai_T_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213483,ERS3213483,Botai_T_5500,60.0,100585441.0,30396838.0,100.0,28.0,GCA_000002305.1,,,Botai_T_5500,CGG_1_020200,Copper Age,5500,Botai,53.303999999999995,67.646,Kazakhstan,horse,female
ERR3225481,WGS,PRJEB31613,SAMEA5408174,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252933,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408174,ERP114186,Boves_GVA191_1717,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213484,ERS3213484,Boves_GVA191_1717,60.0,5739997548.0,1728812583.0,5739.0,1648.0,GCA_000002305.1,,,Boves_GVA191_1717,CGG_1_019765,Roman period,1617-1817,"Boves, chemin de Glisy",49.853,2.397,France,horse,female
ERR3225482,WGS,PRJEB31613,SAMEA5408175,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252934,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408175,ERP114186,BozAdyr_KYRH10_1267,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213485,ERS3213485,BozAdyr_KYRH10_1267,61.0,11642094870.0,2770812187.0,11642.0,2642.0,GCA_000002305.1,,,BozAdyr_KYRH10_1267,CGG_1_018031,Middle Ages,1217,Boz-Adyr,39.998000000000005,71.07300000000001,Kyrgyzstan,horse,male
ERR3225483,WGS,PRJEB31613,SAMEA5408176,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252935,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408176,ERP114186,BozAdyr_KYRH8_1267,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213486,ERS3213486,BozAdyr_KYRH8_1267,59.0,9795679192.0,2731101541.0,9795.0,2604.0,GCA_000002305.1,,,BozAdyr_KYRH8_1267,CGG_1_018029,Middle Ages,1217,Boz-Adyr,39.998000000000005,71.07300000000001,Kyrgyzstan,horse,male
ERR3225484,WGS,PRJEB31613,SAMEA5408177,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252936,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408177,ERP114186,BroughOfDeerness_VHR010_1417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213487,ERS3213487,BroughOfDeerness_VHR010_1417,59.0,1185648149.0,334822800.0,1185.0,319.0,GCA_000002305.1,,,BroughOfDeerness_VHR010_1417,CGG_1_020949,Middle Ages,1317-1517,Brough Of Deerness,58.964,-2.705,United Kingdom,horse,female
ERR3225485,WGS,PRJEB31613,SAMEA5408178,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252937,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408178,ERP114186,BroughOfDeerness_VHR011_1367,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213488,ERS3213488,BroughOfDeerness_VHR011_1367,63.0,1205557831.0,345792133.0,1205.0,329.0,GCA_000002305.1,,,BroughOfDeerness_VHR011_1367,CGG_1_020950,Middle Ages,1317-1417,Brough Of Deerness,58.964,-2.705,United Kingdom,horse,male
