Run,Assay Type,BioProject,BioSample,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Alias,ENA_CHECKLIST,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,sample_name,SRA_accession,title,AvgSpotLen,Bases,Bytes,MBases,MBytes,AssemblyName,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE
ERR3225465,WGS,PRJEB31613,SAMEA5408158,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252917,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408158,ERP114186,Bateni_Rus16_3350,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213468,ERS3213468,Bateni_Rus16_3350,61,11891913752,3201692885,11891,3053,GCA_000002305.1,,
ERR3225466,WGS,PRJEB31613,SAMEA5408159,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252918,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408159,ERP114186,Beauvais_GVA122_417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213469,ERS3213469,Beauvais_GVA122_417,63,3276832690,932395118,3276,889,GCA_000002305.1,,
ERR3225467,WGS,PRJEB31613,SAMEA5408160,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252919,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408160,ERP114186,Beauvais_GVA375_467,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213470,ERS3213470,Beauvais_GVA375_467,62,22334345076,7138634735,22334,6807,GCA_000002305.1,,
ERR3225468,WGS,PRJEB31613,SAMEA5408161,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252920,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408161,ERP114186,Belgheis_TrBWBX116_485,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213471,ERS3213471,Belgheis_TrBWBX116_485,57,5945506953,1830937158,5945,1746,GCA_000002305.1,,
ERR3225469,WGS,PRJEB31613,SAMEA5408162,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252921,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408162,ERP114186,Belkaragay_NB13_CopperAge,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213472,ERS3213472,Belkaragay_NB13_CopperAge,42,282349555,96801837,282,92,GCA_000002305.1,,
ERR3225470,WGS,PRJEB31613,SAMEA5408163,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252922,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408163,ERP114186,Belkaragay_NB15_CopperAge,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213473,ERS3213473,Belkaragay_NB15_CopperAge,40,456068109,159608056,456,152,GCA_000002305.1,,
ERR3225471,WGS,PRJEB31613,SAMEA5408164,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252923,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408164,ERP114186,Berufjordur_VHR102_1057,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213474,ERS3213474,Berufjordur_VHR102_1057,55,447694996,141777694,447,135,GCA_000002305.1,,
ERR3225472,WGS,PRJEB31613,SAMEA5408165,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252924,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408165,ERP114186,Boinville_GVA125_1817,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:09:38Z,public,ERS3213475,ERS3213475,Boinville_GVA125_1817,61,417503661,135961707,417,129,EQUCAB2,,
ERR3225473,WGS,PRJEB31613,SAMEA5408166,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252925,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408166,ERP114186,Botai_A_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213476,ERS3213476,Botai_A_5500,57,621491665,196270052,621,187,GCA_000002305.1,,
ERR3225474,WGS,PRJEB31613,SAMEA5408167,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252926,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408167,ERP114186,Botai_B_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213477,ERS3213477,Botai_B_5500,55,8866968418,2632102073,8866,2510,GCA_000002305.1,,
ERR3225475,WGS,PRJEB31613,SAMEA5408168,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252927,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408168,ERP114186,Botai_D2_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213478,ERS3213478,Botai_D2_5500,56,36326889,14173267,36,13,GCA_000002305.1,,
ERR3225476,WGS,PRJEB31613,SAMEA5408169,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252928,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408169,ERP114186,Botai_E_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213479,ERS3213479,Botai_E_5500,53,27134471,11403597,27,10,GCA_000002305.1,,
ERR3225477,WGS,PRJEB31613,SAMEA5408170,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252929,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408170,ERP114186,Botai_N_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213480,ERS3213480,Botai_N_5500,53,23860919,10316555,23,9,GCA_000002305.1,,
ERR3225478,WGS,PRJEB31613,SAMEA5408171,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252930,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408171,ERP114186,Botai_NB18_4692,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213481,ERS3213481,Botai_NB18_4692,49,44576512,17808076,44,16,GCA_000002305.1,,
ERR3225479,WGS,PRJEB31613,SAMEA5408172,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252931,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408172,ERP114186,Botai_O_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213482,ERS3213482,Botai_O_5500,53,61865775,23018559,61,21,GCA_000002305.1,,
ERR3225480,WGS,PRJEB31613,SAMEA5408173,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252932,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408173,ERP114186,Botai_T_5500,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213483,ERS3213483,Botai_T_5500,60,100585441,30396838,100,28,GCA_000002305.1,,
ERR3225481,WGS,PRJEB31613,SAMEA5408174,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252933,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408174,ERP114186,Boves_GVA191_1717,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213484,ERS3213484,Boves_GVA191_1717,60,5739997548,1728812583,5739,1648,GCA_000002305.1,,
ERR3225482,WGS,PRJEB31613,SAMEA5408175,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252934,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408175,ERP114186,BozAdyr_KYRH10_1267,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:32Z,public,ERS3213485,ERS3213485,BozAdyr_KYRH10_1267,61,11642094870,2770812187,11642,2642,GCA_000002305.1,,
ERR3225483,WGS,PRJEB31613,SAMEA5408176,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252935,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408176,ERP114186,BozAdyr_KYRH8_1267,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213486,ERS3213486,BozAdyr_KYRH8_1267,59,9795679192,2731101541,9795,2604,GCA_000002305.1,,
ERR3225484,WGS,PRJEB31613,SAMEA5408177,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252936,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408177,ERP114186,BroughOfDeerness_VHR010_1417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213487,ERS3213487,BroughOfDeerness_VHR010_1417,59,1185648149,334822800,1185,319,GCA_000002305.1,,
ERR3225485,WGS,PRJEB31613,SAMEA5408178,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252937,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408178,ERP114186,BroughOfDeerness_VHR011_1367,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213488,ERS3213488,BroughOfDeerness_VHR011_1367,63,1205557831,345792133,1205,329,GCA_000002305.1,,
ERR3225486,WGS,PRJEB31613,SAMEA5408179,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252938,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408179,ERP114186,BroughOfDeerness_VHR037_1417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213489,ERS3213489,BroughOfDeerness_VHR037_1417,64,216726818,64563281,216,61,GCA_000002305.1,,
ERR3225488,WGS,PRJEB31613,SAMEA5408181,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252940,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408181,ERP114186,Bruszcewo_Bru4_3917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213491,ERS3213491,Bruszcewo_Bru4_3917,60,32945674,11868124,32,11,GCA_000002305.1,,
ERR3225489,WGS,PRJEB31613,SAMEA5408182,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252941,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408182,ERP114186,CaminoDeLasYeseras_CdY2_4678,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213492,ERS3213492,CaminoDeLasYeseras_CdY2_4678,51,9165043478,2044574959,9165,1949,GCA_000002305.1,,
ERR3225490,WGS,PRJEB31613,SAMEA5408183,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252942,Illumina HiSeq 2500,unspecified,PAIRED,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408183,ERP114186,Cantorella_UE2275x2_4791,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213493,ERS3213493,Cantorella_UE2275x2_4791,32,6094660914,1927445452,6094,1838,GCA_000002305.1,,
ERR3225491,WGS,PRJEB31613,SAMEA5408184,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252943,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408184,ERP114186,Capesterre_LIS2_417,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213494,ERS3213494,Capesterre_LIS2_417,64,31713736,11365280,31,10,GCA_000002305.1,,
ERR3225492,WGS,PRJEB31613,SAMEA5408185,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252944,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408185,ERP114186,Capote_Cap102_2167,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213495,ERS3213495,Capote_Cap102_2167,54,43567463,13212422,43,12,GCA_000002305.1,,
ERR3225493,WGS,PRJEB31613,SAMEA5408186,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252945,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408186,ERP114186,Charregass_NBxRa849_1667,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213496,ERS3213496,Charregass_NBxRa849_1667,56,58518902,18668859,58,17,GCA_000002305.1,,
ERR3225494,WGS,PRJEB31613,SAMEA5408187,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252946,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408187,ERP114186,Chartres_GVA1_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213497,ERS3213497,Chartres_GVA1_1917,58,216353920,62899542,216,59,GCA_000002305.1,,
ERR3225495,WGS,PRJEB31613,SAMEA5408188,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252947,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408188,ERP114186,Chartres_GVA111_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213498,ERS3213498,Chartres_GVA111_1917,52,188311341,64965827,188,61,GCA_000002305.1,,
ERR3225496,WGS,PRJEB31613,SAMEA5408189,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252948,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408189,ERP114186,Chartres_GVA112_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213499,ERS3213499,Chartres_GVA112_1917,55,268197004,93164741,268,88,GCA_000002305.1,,
ERR3225497,WGS,PRJEB31613,SAMEA5408190,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252949,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408190,ERP114186,Chartres_GVA115_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213500,ERS3213500,Chartres_GVA115_1917,53,369795172,125677418,369,119,GCA_000002305.1,,
ERR3225498,WGS,PRJEB31613,SAMEA5408191,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252950,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408191,ERP114186,Chartres_GVA2_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T11:10:57Z,public,ERS3213501,ERS3213501,Chartres_GVA2_1917,57,602951191,202115994,602,192,EQUCAB2,,
ERR3225499,WGS,PRJEB31613,SAMEA5408192,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252951,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408192,ERP114186,Chartres_GVA26_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213502,ERS3213502,Chartres_GVA26_1917,55,14571846945,4123589088,14571,3932,GCA_000002305.1,,
ERR3225500,WGS,PRJEB31613,SAMEA5408193,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252952,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408193,ERP114186,Chartres_GVA28_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213503,ERS3213503,Chartres_GVA28_1917,60,467920659,151800477,467,144,GCA_000002305.1,,
ERR3225501,WGS,PRJEB31613,SAMEA5408194,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252953,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408194,ERP114186,Chartres_GVA36_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213504,ERS3213504,Chartres_GVA36_1917,54,3713481649,1125073275,3713,1072,GCA_000002305.1,,
ERR3225502,WGS,PRJEB31613,SAMEA5408195,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252954,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus asinus x caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408195,ERP114186,Chartres_GVA39_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T13:37:11Z,public,ERS3213505,ERS3213505,Chartres_GVA39_1917,56,192816278,57369960,192,54,EQUCAB2,,
ERR3225503,WGS,PRJEB31613,SAMEA5408196,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252955,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408196,ERP114186,Chartres_GVA4_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213506,ERS3213506,Chartres_GVA4_1917,57,8127809862,2341060815,8127,2232,GCA_000002305.1,,
ERR3225504,WGS,PRJEB31613,SAMEA5408197,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252956,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408197,ERP114186,Chartres_GVA43_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213507,ERS3213507,Chartres_GVA43_1917,54,11765951248,3193025525,11765,3045,GCA_000002305.1,,
ERR3225505,WGS,PRJEB31613,SAMEA5408198,CENTRE FOR GEOGENETICS,public,"bam,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",2019-03-27,2019-03-18,ERX3252957,Illumina HiSeq 2500,unspecified,SINGLE,RANDOM,GENOMIC,Equus caballus,ILLUMINA,2019-03-28T00:00:00Z,SAMEA5408198,ERP114186,Chartres_GVA47_1917,ERC000011,CENTRE FOR GEOGENETICS,CENTRE FOR GEOGENETICS,2019-03-27T17:05:16Z,2019-03-08T10:08:33Z,public,ERS3213508,ERS3213508,Chartres_GVA47_1917,51,160388652,50364273,160,48,GCA_000002305.1,,
